19063,14123,77,9,6030 Double Court,South Melbourne,3205,Victoria,VIC   ,Australia,Australia,AU,Pacific,2024-12-31 00:00:00.000,2028-02-13 00:00:00.000,1
19064,14177,9,4,2665 B Wildbrook Ct,Torrance,90505,California,CA    ,Southwest,United States,US,North America,2024-12-13 00:00:00.000,2028-06-22 00:00:00.000,1
19065,14204,9,4,8512 Arrowwood Circle,Los Angeles,90012,California,CA    ,Southwest,United States,US,North America,2024-11-26 00:00:00.000,2026-09-12 00:00:00.000,1
19066,14227,79,1,5792 Mori Court,Walla Walla,99362,Washington,WA    ,Northwest,United States,US,North America,2024-11-05 00:00:00.000,2028-02-19 00:00:00.000,1
19067,14241,9,4,1733 Thistle Circle,Bellflower,90706,California,CA    ,Southwest,United States,US,North America,2024-12-25 00:00:00.000,2029-09-21 00:00:00.000,1
19068,14329,14,10,6154 Geneva Ave.,Milton Keynes,MK8 8DF,England,ENG   ,United Kingdom,United Kingdom,GB,Europe,2024-10-24 00:00:00.000,2029-10-03 00:00:00.000,1
19069,14370,9,4,5647 Larch Ct,Torrance,90505,California,CA    ,Southwest,United States,US,North America,2024-10-24 00:00:00.000,2029-05-16 00:00:00.000,1
19070,14396,9,4,9532 Clay Rd,Lincoln Acres,91950,California,CA    ,Southwest,United States,US,North America,2024-12-21 00:00:00.000,2028-02-23 00:00:00.000,1
19071,14457,79,1,6927 Ricardo Drive,Seattle,98104,Washington,WA    ,Northwest,United States,US,North America,2024-12-13 00:00:00.000,2029-03-28 00:00:00.000,1
19072,14480,70,8,Lieblingsweg 4,Saarlouis,66740,Saarland,SL    ,Germany,Germany,DE,Europe,2024-11-04 00:00:00.000,2028-12-03 00:00:00.000,1
19073,14685,7,6,7876 Clinton Dr,Royal Oak,V8X,British Columbia,BC    ,Canada,Canada,CA,North America,2024-12-18 00:00:00.000,2029-12-25 00:00:00.000,1
19074,14773,9,4,33 RiverRock Dr,Concord,94519,California,CA    ,Southwest,United States,US,North America,2024-10-30 00:00:00.000,2026-07-17 00:00:00.000,1
19075,14812,9,4,144 Cast Street,Los Angeles,90012,California,CA    ,Southwest,United States,US,North America,2024-12-13 00:00:00.000,2029-05-13 00:00:00.000,1
19076,14815,7,6,7753 Lunar Lane,Port Hammond,V6B 3P7,British Columbia,BC    ,Canada,Canada,CA,North America,2024-11-27 00:00:00.000,2027-04-01 00:00:00.000,1
19077,14831,79,1,9208 West Rd,Marysville,98270,Washington,WA    ,Northwest,United States,US,North America,2024-10-30 00:00:00.000,2027-08-26 00:00:00.000,1
19078,14853,53,8,Am Karlshof 8368,Berlin,14197,Nordrhein-Westfalen,NW    ,Germany,Germany,DE,Europe,2024-11-16 00:00:00.000,2029-09-16 00:00:00.000,1
19079,14932,9,4,5437 Spring Hill Road,Bellflower,90706,California,CA    ,Southwest,United States,US,North America,2024-11-18 00:00:00.000,2029-05-20 00:00:00.000,1
19080,14951,9,4,7827 11th,Coronado,92118,California,CA    ,Southwest,United States,US,North America,2024-11-21 00:00:00.000,2027-11-26 00:00:00.000,1
19081,15009,50,9,4467 Hoover Court,Wollongong,2500,New South Wales,NSW   ,Australia,Australia,AU,Pacific,2024-10-24 00:00:00.000,2025-12-20 00:00:00.000,1
19082,15044,163,7,2, route de Marseille,Roissy en Brie,77680,Seine et Marne,77    ,France,France,FR,Europe,2024-12-23 00:00:00.000,2028-07-28 00:00:00.000,1
19083,15056,9,4,2446 Farm Bureau Rd,Daly City,94015,California,CA    ,Southwest,United States,US,North America,2024-12-27 00:00:00.000,2026-03-22 00:00:00.000,1
19084,15073,9,4,1942 Rock Drive,Berkeley,94704,California,CA    ,Southwest,United States,US,North America,2024-10-25 00:00:00.000,2029-08-22 00:00:00.000,1
19085,15077,9,4,6601 Browse Ct,Palo Alto,94303,California,CA    ,Southwest,United States,US,North America,2024-12-28 00:00:00.000,2026-03-06 00:00:00.000,1
19086,15090,9,4,7581 Whiteaben Drive,Bellflower,90706,California,CA    ,Southwest,United States,US,North America,2024-11-28 00:00:00.000,2027-07-24 00:00:00.000,1
19087,15132,145,7,1798 Norfolk Rd,Roubaix,59100,Nord,59    ,France,France,FR,Europe,2024-11-03 00:00:00.000,2026-04-29 00:00:00.000,1
19088,15205,58,1,9620 Fallbrook Road,Lake Oswego,97034,Oregon,OR    ,Northwest,United States,US,North America,2024-11-29 00:00:00.000,2027-10-15 00:00:00.000,1
19089,15246,9,4,6843 Mountain View Blvd,Burbank,91502,California,CA    ,Southwest,United States,US,North America,2024-11-12 00:00:00.000,2029-06-12 00:00:00.000,1
19090,15256,14,10,5203 Virginia Lane,Bury,PE17,England,ENG   ,United Kingdom,United Kingdom,GB,Europe,2024-11-02 00:00:00.000,2028-10-09 00:00:00.000,1
19091,15388,8,8,Residenz Straße 944,Hof,95010,Bayern,BY    ,Germany,Germany,DE,Europe,2024-12-28 00:00:00.000,2029-03-27 00:00:00.000,1
19092,15413,79,1,1694 All Dr.,Bellingham,98225,Washington,WA    ,Northwest,United States,US,North America,2024-11-27 00:00:00.000,2027-04-11 00:00:00.000,1
19093,15433,58,1,8629 Partridge Dr,Beaverton,97005,Oregon,OR    ,Northwest,United States,US,North America,2024-12-13 00:00:00.000,2027-08-04 00:00:00.000,1
19094,15439,8,8,Unter Linden 9,Erlangen,91054,Bayern,BY    ,Germany,Germany,DE,Europe,2024-11-09 00:00:00.000,2029-02-18 00:00:00.000,1
19095,15554,85,8,Postenweg 3138,Eilenburg,04838,Brandenburg,BB    ,Germany,Germany,DE,Europe,2024-11-06 00:00:00.000,2029-11-02 00:00:00.000,1
19096,15561,179,7,1211, rue des Ecoles,Saint-Denis,93400,Seine Saint Denis,93    ,France,France,FR,Europe,2024-11-17 00:00:00.000,2027-01-23 00:00:00.000,1
19097,15572,77,9,9846 Pestana Way,Melbourne,3000,Victoria,VIC   ,Australia,Australia,AU,Pacific,2024-12-25 00:00:00.000,2025-12-13 00:00:00.000,1
19098,15646,77,9,607 B Way,Geelong,3220,Victoria,VIC   ,Australia,Australia,AU,Pacific,2024-12-04 00:00:00.000,2027-04-14 00:00:00.000,1
19099,15776,161,7,1004, rue des Bouchers,Paris,75019,Seine (Paris),75    ,France,France,FR,Europe,2024-12-11 00:00:00.000,2028-07-23 00:00:00.000,1
19100,15780,9,4,7939 O St.,Chula Vista,91910,California,CA    ,Southwest,United States,US,North America,2024-11-26 00:00:00.000,2025-11-14 00:00:00.000,1
19101,15848,9,4,8716 Pepper Way,Berkeley,94704,California,CA    ,Southwest,United States,US,North America,2024-12-06 00:00:00.000,2027-12-12 00:00:00.000,1
19102,15852,9,4,9784 Mellowood Street,Coronado,92118,California,CA    ,Southwest,United States,US,North America,2024-12-03 00:00:00.000,2029-09-03 00:00:00.000,1
19103,15906,9,4,4496 Stroer Lane,Berkeley,94704,California,CA    ,Southwest,United States,US,North America,2024-12-18 00:00:00.000,2029-08-28 00:00:00.000,1
19104,15914,163,7,2, avenue de Norvege,Lieusaint,77127,Seine et Marne,77    ,France,France,FR,Europe,2024-12-24 00:00:00.000,2025-11-07 00:00:00.000,1
19105,15925,79,1,P.O. Box 9178,Issaquah,98027,Washington,WA    ,Northwest,United States,US,North America,2024-11-20 00:00:00.000,2027-03-15 00:00:00.000,1
19106,15928,53,8,Buergermeister-ulrich-str 75,Paderborn,33098,Nordrhein-Westfalen,NW    ,Germany,Germany,DE,Europe,2024-12-27 00:00:00.000,2027-01-20 00:00:00.000,1
19107,15988,14,10,6957 Olivewood Ct.,Oxon,OX16 8RS,England,ENG   ,United Kingdom,United Kingdom,GB,Europe,2024-11-15 00:00:00.000,2026-07-02 00:00:00.000,1
19108,16043,79,1,551 Almond Ave,Olympia,98501,Washington,WA    ,Northwest,United States,US,North America,2024-12-15 00:00:00.000,2029-12-28 00:00:00.000,1
19109,16065,9,4,4050 Canyon Road,Bellflower,90706,California,CA    ,Southwest,United States,US,North America,2024-10-23 00:00:00.000,2025-11-18 00:00:00.000,1
19110,16080,9,4,4003 Sugarland Circle,Burbank,91502,California,CA    ,Southwest,United States,US,North America,2024-11-22 00:00:00.000,2027-07-02 00:00:00.000,1
19111,16102,9,4,8213 Driving Dr,Bellflower,90706,California,CA    ,Southwest,United States,US,North America,2024-11-02 00:00:00.000,2027-07-25 00:00:00.000,1
19112,16159,9,4,838 Monte Vista Road,Woodland Hills,91364,California,CA    ,Southwest,United States,US,North America,2024-11-27 00:00:00.000,2029-05-17 00:00:00.000,1
19113,16205,14,10,3845 Mt. Dell Drive,Stoke-on-Trent,AS23,England,ENG   ,United Kingdom,United Kingdom,GB,Europe,2024-12-18 00:00:00.000,2027-07-16 00:00:00.000,1
19114,16288,9,4,3376 Bank Way,Oakland,94611,California,CA    ,Southwest,United States,US,North America,2024-11-27 00:00:00.000,2026-01-08 00:00:00.000,1
19115,16327,7,6,2458 Blocking Ct.,Port Hammond,V6B 3P7,British Columbia,BC    ,Canada,Canada,CA,North America,2024-11-15 00:00:00.000,2027-08-30 00:00:00.000,1
19116,16351,9,4,3994 Revision Drive,Bellflower,90706,California,CA    ,Southwest,United States,US,North America,2024-12-27 00:00:00.000,2026-12-13 00:00:00.000,1
19117,16381,53,8,Heiderweg 4982,Hannover,30601,Nordrhein-Westfalen,NW    ,Germany,Germany,DE,Europe,2024-10-30 00:00:00.000,2029-04-29 00:00:00.000,1
19118,16382,79,1,206 Greenview Court,Lynnwood,98036,Washington,WA    ,Northwest,United States,US,North America,2024-10-24 00:00:00.000,2028-09-19 00:00:00.000,1
19119,16438,19,8,Marienplatz 22225,Kassel,34117,Hessen,HE    ,Germany,Germany,DE,Europe,2024-10-31 00:00:00.000,2026-11-02 00:00:00.000,1
19120,16467,77,9,378 Trees Drive,Warrnambool,3280,Victoria,VIC   ,Australia,Australia,AU,Pacific,2024-11-04 00:00:00.000,2026-08-30 00:00:00.000,1
19121,16522,58,1,8748 Creekside Dr.,Beaverton,97005,Oregon,OR    ,Northwest,United States,US,North America,2024-10-28 00:00:00.000,2029-01-11 00:00:00.000,1
19122,16525,163,7,765, rue Villedo,Roissy en Brie,77680,Seine et Marne,77    ,France,France,FR,Europe,2024-11-11 00:00:00.000,2029-07-12 00:00:00.000,1
19123,16551,9,4,6867 Thornhill Place,Lemon Grove,91945,California,CA    ,Southwest,United States,US,North America,2024-12-19 00:00:00.000,2026-02-16 00:00:00.000,1
19124,16572,7,6,8609 Eagle Ct,Oak Bay,V8P,British Columbia,BC    ,Canada,Canada,CA,North America,2024-10-29 00:00:00.000,2028-01-27 00:00:00.000,1
19125,16665,64,9,3955 Anchor Avenue,Hawthorne,4171,Queensland,QLD   ,Australia,Australia,AU,Pacific,2024-11-20 00:00:00.000,2026-01-21 00:00:00.000,1
19126,16701,7,6,5613 Gary Drive,Vancouver,V7L 4J4,British Columbia,BC    ,Canada,Canada,CA,North America,2024-11-08 00:00:00.000,2029-04-17 00:00:00.000,1
19127,16706,9,4,9844 Green Tea Drive,Lemon Grove,91945,California,CA    ,Southwest,United States,US,North America,2024-11-20 00:00:00.000,2029-03-13 00:00:00.000,1
19128,16823,14,10,882 South St.,Milton Keynes,MK8 8DF,England,ENG   ,United Kingdom,United Kingdom,GB,Europe,2024-12-03 00:00:00.000,2027-01-18 00:00:00.000,1
19129,16836,7,6,4854 Parkside Dr,Royal Oak,V8X,British Columbia,BC    ,Canada,Canada,CA,North America,2024-11-27 00:00:00.000,2029-05-18 00:00:00.000,1
19130,16837,177,7,212, rue de Berri,Verrieres Le Buisson,91370,Essonne,91    ,France,France,FR,Europe,2024-12-06 00:00:00.000,2026-10-11 00:00:00.000,1
19131,16884,161,7,11, rue Villedo,Paris,75009,Seine (Paris),75    ,France,France,FR,Europe,2024-11-30 00:00:00.000,2029-01-04 00:00:00.000,1
19132,16906,71,9,7323 Alan Drive,Hobart,7001,Tasmania,TAS   ,Australia,Australia,AU,Pacific,2024-11-27 00:00:00.000,2028-07-13 00:00:00.000,1
19133,16923,50,9,6176 Crow Street,Coffs Harbour,2450,New South Wales,NSW   ,Australia,Australia,AU,Pacific,2024-12-20 00:00:00.000,2026-02-09 00:00:00.000,1
19134,16945,9,4,1613 Cotton Ct,Fremont,94536,California,CA    ,Southwest,United States,US,North America,2024-11-13 00:00:00.000,2026-08-18 00:00:00.000,1
19135,16989,103,7,54, avenue des Champs-Elysées,Saint Ouen,17490,Charente-Maritime,17    ,France,France,FR,Europe,2024-11-11 00:00:00.000,2026-04-28 00:00:00.000,1
19136,17007,79,1,9389 RaceCourt,Puyallup,98371,Washington,WA    ,Northwest,United States,US,North America,2024-12-13 00:00:00.000,2026-11-15 00:00:00.000,1
19137,17029,9,4,5936 Second Ave,Daly City,94015,California,CA    ,Southwest,United States,US,North America,2024-10-24 00:00:00.000,2025-12-07 00:00:00.000,1
19138,17030,14,10,6820 Montego,Milton Keynes,MK8 8DF,England,ENG   ,United Kingdom,United Kingdom,GB,Europe,2024-12-22 00:00:00.000,2027-05-10 00:00:00.000,1
19139,17039,77,9,7629 Alier Dr.,Melton,3337,Victoria,VIC   ,Australia,Australia,AU,Pacific,2024-12-29 00:00:00.000,2027-08-11 00:00:00.000,1
19140,17084,53,8,Heidestieg Straße 8664,Berlin,14197,Nordrhein-Westfalen,NW    ,Germany,Germany,DE,Europe,2024-12-27 00:00:00.000,2028-11-14 00:00:00.000,1
19141,17144,79,1,1271 Yosemite Circle,Spokane,99202,Washington,WA    ,Northwest,United States,US,North America,2024-11-12 00:00:00.000,2029-01-18 00:00:00.000,1
19142,17197,70,8,Werftstr 5400,Frankfurt am Main,60075,Saarland,SL    ,Germany,Germany,DE,Europe,2024-11-30 00:00:00.000,2028-01-31 00:00:00.000,1
19143,17205,145,7,987, boulevard d´Albi,Villeneuve-d'Ascq,59491,Nord,59    ,France,France,FR,Europe,2024-12-16 00:00:00.000,2026-08-02 00:00:00.000,1
19144,17221,79,1,201 Bush Avenue,Issaquah,98027,Washington,WA    ,Northwest,United States,US,North America,2024-10-23 00:00:00.000,2029-05-26 00:00:00.000,1
19145,17245,79,1,4220 Magnolia Ave,Redmond,98052,Washington,WA    ,Northwest,United States,US,North America,2024-12-31 00:00:00.000,2028-07-08 00:00:00.000,1
19146,17285,14,10,9617 Pheasant Ct,Gateshead,GA10,England,ENG   ,United Kingdom,United Kingdom,GB,Europe,2024-11-18 00:00:00.000,2027-01-27 00:00:00.000,1
19147,17334,9,4,6492 Crossbow Way,San Carlos,94070,California,CA    ,Southwest,United States,US,North America,2024-10-28 00:00:00.000,2028-05-02 00:00:00.000,1
19148,17383,79,1,995 Roundtree Place,Walla Walla,99362,Washington,WA    ,Northwest,United States,US,North America,2024-12-21 00:00:00.000,2028-05-18 00:00:00.000,1
19149,17420,7,6,413 Miller Dr,Langley,V3A 4R2,British Columbia,BC    ,Canada,Canada,CA,North America,2024-11-30 00:00:00.000,2026-07-12 00:00:00.000,1
19150,17451,9,4,2953 Fruitwood Drive,Concord,94519,California,CA    ,Southwest,United States,US,North America,2024-10-30 00:00:00.000,2029-06-15 00:00:00.000,1
19151,17456,9,4,8679 Balboa Court,San Gabriel,91776,California,CA    ,Southwest,United States,US,North America,2024-12-06 00:00:00.000,2027-01-04 00:00:00.000,1
19152,17468,71,9,867 Calico Way,Hobart,7001,Tasmania,TAS   ,Australia,Australia,AU,Pacific,2024-12-09 00:00:00.000,2027-05-13 00:00:00.000,1
19153,17489,58,1,6561 Dalis Drive,W. Linn,97068,Oregon,OR    ,Northwest,United States,US,North America,2024-11-04 00:00:00.000,2027-09-04 00:00:00.000,1
19154,17518,7,6,9471 Tobi Drive,Shawnee,V9B 2C3,British Columbia,BC    ,Canada,Canada,CA,North America,2024-12-25 00:00:00.000,2028-11-02 00:00:00.000,1
19155,17548,58,1,6191 Story Lane,Portland,97205,Oregon,OR    ,Northwest,United States,US,North America,2024-12-15 00:00:00.000,2029-08-07 00:00:00.000,1
19156,17646,9,4,7136 Almond Drive,Downey,90241,California,CA    ,Southwest,United States,US,North America,2024-11-05 00:00:00.000,2027-09-20 00:00:00.000,1
19157,17733,7,6,3682 MacArthur Avenue,Shawnee,V9B 2C3,British Columbia,BC    ,Canada,Canada,CA,North America,2024-11-29 00:00:00.000,2026-10-02 00:00:00.000,1
19158,17751,9,4,6713 Castle Rock,Colma,94014,California,CA    ,Southwest,United States,US,North America,2024-12-11 00:00:00.000,2026-09-13 00:00:00.000,1
19159,17763,9,4,683 Larch Ct.,Concord,94519,California,CA    ,Southwest,United States,US,North America,2024-11-06 00:00:00.000,2026-04-26 00:00:00.000,1
19160,17772,50,9,6076 Glen Arms Drive,North Ryde,2113,New South Wales,NSW   ,Australia,Australia,AU,Pacific,2024-11-06 00:00:00.000,2026-08-02 00:00:00.000,1
19161,17809,14,10,3249 Riverside Drive,Bracknell,RG12 8TB,England,ENG   ,United Kingdom,United Kingdom,GB,Europe,2024-12-16 00:00:00.000,2026-11-24 00:00:00.000,1
19162,17817,7,6,8346 Niagara Court,Langford,V9,British Columbia,BC    ,Canada,Canada,CA,North America,2024-12-18 00:00:00.000,2027-03-26 00:00:00.000,1
19163,17882,70,8,Husemann Straße 7574,Offenbach,63009,Saarland,SL    ,Germany,Germany,DE,Europe,2024-10-29 00:00:00.000,2026-08-04 00:00:00.000,1
19164,17904,9,4,3859 Anchor Ave,Colma,94014,California,CA    ,Southwest,United States,US,North America,2024-12-26 00:00:00.000,2028-05-26 00:00:00.000,1
19165,17964,7,6,5013 Military E,Westminster,V3L 1E7,British Columbia,BC    ,Canada,Canada,CA,North America,2024-10-29 00:00:00.000,2026-10-21 00:00:00.000,1
19166,18014,50,9,4519 Lydia Lane,Wollongong,2500,New South Wales,NSW   ,Australia,Australia,AU,Pacific,2024-11-18 00:00:00.000,2029-01-17 00:00:00.000,1
19167,18034,9,4,7151 Corte Bonita,Coronado,92118,California,CA    ,Southwest,United States,US,North America,2024-11-04 00:00:00.000,2027-09-14 00:00:00.000,1
19168,18049,145,7,9, quai de l´ Iton,Lille,59000,Nord,59    ,France,France,FR,Europe,2024-11-07 00:00:00.000,2028-05-16 00:00:00.000,1
19169,18142,9,4,7065 Rock Creek Way,Berkeley,94704,California,CA    ,Southwest,United States,US,North America,2024-11-27 00:00:00.000,2026-10-18 00:00:00.000,1
19170,18156,9,4,3652 Happy Valley Road,Beverly Hills,90210,California,CA    ,Southwest,United States,US,North America,2024-11-29 00:00:00.000,2029-08-31 00:00:00.000,1
19171,18171,53,8,Zur Lindung 6,Solingen,42651,Nordrhein-Westfalen,NW    ,Germany,Germany,DE,Europe,2024-11-08 00:00:00.000,2029-05-16 00:00:00.000,1
19172,18196,71,9,1366 Hunt Dr,Hobart,7001,Tasmania,TAS   ,Australia,Australia,AU,Pacific,2024-10-23 00:00:00.000,2026-11-28 00:00:00.000,1
19173,18202,7,6,6897 Deerfield Dr.,Langford,V9,British Columbia,BC    ,Canada,Canada,CA,North America,2024-12-06 00:00:00.000,2029-06-08 00:00:00.000,1
19174,18222,58,1,8264 Montanya Court,W. Linn,97068,Oregon,OR    ,Northwest,United States,US,North America,2024-11-30 00:00:00.000,2029-10-10 00:00:00.000,1
19175,18265,9,4,8852 Lacorso Dr.,Burlingame,94010,California,CA    ,Southwest,United States,US,North America,2024-10-24 00:00:00.000,2026-05-31 00:00:00.000,1
19176,18302,9,4,5617 Spice Terrace,Palo Alto,94303,California,CA    ,Southwest,United States,US,North America,2024-11-18 00:00:00.000,2028-06-10 00:00:00.000,1
19177,18316,145,7,2, avenue de l´Europe,Lille,59000,Nord,59    ,France,France,FR,Europe,2024-11-30 00:00:00.000,2027-02-05 00:00:00.000,1
19178,18320,58,1,600 Lake Place,Beaverton,97005,Oregon,OR    ,Northwest,United States,US,North America,2024-12-06 00:00:00.000,2029-05-05 00:00:00.000,1
19179,18327,14,10,9997 Montgomery Ave.,London,W1Y 3RA,England,ENG   ,United Kingdom,United Kingdom,GB,Europe,2024-10-31 00:00:00.000,2027-03-20 00:00:00.000,1
19180,18474,9,4,1164 Bell Drive,Coronado,92118,California,CA    ,Southwest,United States,US,North America,2024-12-03 00:00:00.000,2027-08-17 00:00:00.000,1
19181,18488,14,10,5170 Isabel Dr,London,W1N 9FA,England,ENG   ,United Kingdom,United Kingdom,GB,Europe,2024-12-27 00:00:00.000,2029-02-28 00:00:00.000,1
19182,18502,7,6,1804 B Southampton Rd.,Royal Oak,V8X,British Columbia,BC    ,Canada,Canada,CA,North America,2024-11-29 00:00:00.000,2028-10-29 00:00:00.000,1
19183,18526,9,4,8853 Spring Hill Drive,Downey,90241,California,CA    ,Southwest,United States,US,North America,2024-12-11 00:00:00.000,2026-02-09 00:00:00.000,1
19184,18551,161,7,935, rue Mazagran,Paris,75016,Seine (Paris),75    ,France,France,FR,Europe,2024-11-22 00:00:00.000,2029-07-07 00:00:00.000,1
19185,18570,9,4,5361 Hungry Road,Burbank,91502,California,CA    ,Southwest,United States,US,North America,2024-12-27 00:00:00.000,2027-12-21 00:00:00.000,1
19186,18581,9,4,8482 Rosey View Drive,Concord,94519,California,CA    ,Southwest,United States,US,North America,2024-11-26 00:00:00.000,2028-10-29 00:00:00.000,1
19187,18601,9,4,9452 Mariposa Ct.,Lakewood,90712,California,CA    ,Southwest,United States,US,North America,2024-11-25 00:00:00.000,2026-08-16 00:00:00.000,1
19188,18603,7,6,267 Roland Ct.,Langley,V3A 4R2,British Columbia,BC    ,Canada,Canada,CA,North America,2024-12-28 00:00:00.000,2026-11-06 00:00:00.000,1
19189,18639,9,4,3955 Anchor Avenue,Glendale,91203,California,CA    ,Southwest,United States,US,North America,2024-11-26 00:00:00.000,2028-06-27 00:00:00.000,1
19190,18647,77,9,4655 Dance Court,Bendigo,3550,Victoria,VIC   ,Australia,Australia,AU,Pacific,2024-11-09 00:00:00.000,2028-09-02 00:00:00.000,1
19191,18699,14,10,2685 Keith Court,Liverpool,L4 4HB,England,ENG   ,United Kingdom,United Kingdom,GB,Europe,2024-11-24 00:00:00.000,2025-12-09 00:00:00.000,1
