19444,23965,2563,,,8,IN  ,,Emma,,Shan,,Germany,Germany,DE,Europe,2025-08-15 15:53:51.120,2026-04-01 15:53:51.120,1
19445,564,,336,276,1,,,,,,Imported and Domestic Cycles,Northwest,United States,US,North America,2025-10-14 15:53:51.120,2026-06-16 15:53:51.120,1
19446,13867,5116,,,1,IN  ,,Luke,,Griffin,,Northwest,United States,US,North America,2024-11-07 15:53:51.120,2026-07-05 15:53:51.120,1
19447,22465,10464,,,7,IN  ,,Cristina,,Shan,,France,France,FR,Europe,2025-09-22 15:53:51.120,2026-03-26 15:53:51.120,1
19448,19504,8249,,,7,IN  ,,Dominic,A,Garcia,,France,France,FR,Europe,2025-03-18 15:53:51.120,2026-07-31 15:53:51.120,1
19449,19876,15667,,,4,IN  ,,Ariana,K,Edwards,,Southwest,United States,US,North America,2025-01-28 15:53:51.120,2025-11-06 15:53:51.120,1
19450,26877,14455,,,10,IN  ,,Damien,W,Nara,,United Kingdom,United Kingdom,GB,Europe,2024-11-24 00:00:00.000,2025-12-08 00:00:00.000,1
19451,25233,14912,,,9,IN  ,,Janet,,Ward,,Australia,Australia,AU,Pacific,2025-09-25 15:53:51.120,2026-06-09 15:53:51.120,1
19452,25340,14020,,,6,IN  ,,Adrian,C,James,,Canada,Canada,CA,North America,2025-03-13 15:53:51.120,2026-08-09 15:53:51.120,1
19453,20193,20147,,,4,IN  ,,Alyssa,C,Gray,,Southwest,United States,US,North America,2025-10-03 15:53:51.120,2025-12-24 15:53:51.120,1
19454,27847,19704,,,10,IN  ,,Janet,,Rana,,United Kingdom,United Kingdom,GB,Europe,2025-10-03 15:53:51.120,2026-08-27 15:53:51.120,1
19455,26197,4650,,,1,IN  ,,Teresa,S,Lopez,,Northwest,United States,US,North America,2025-03-13 15:53:51.120,2026-07-25 15:53:51.120,1
19456,27030,8231,,,1,IN  ,,Jan,M,Gray,,Northwest,United States,US,North America,2025-03-27 15:53:51.120,2026-01-07 15:53:51.120,1
19457,13973,17277,,,9,IN  ,,Bethany,L,Shan,,Australia,Australia,AU,Pacific,2025-08-13 15:53:51.120,2026-08-23 15:53:51.120,1
19458,16079,9933,,,4,IN  ,,Natalie,,Carter,,Southwest,United States,US,North America,2024-12-06 00:00:00.000,2027-08-11 00:00:00.000,1
19459,17014,18739,,,4,IN  ,,Michael,,Harris,,Southwest,United States,US,North America,2025-10-16 15:53:51.120,2026-08-20 15:53:51.120,1
19460,18902,6505,,,9,IN  ,,Ian,R,Chen,,Australia,Australia,AU,Pacific,2025-06-26 15:53:51.120,2026-04-25 15:53:51.120,1
19461,12113,5951,,,6,IN  ,,Ariana,B,Hughes,,Canada,Canada,CA,North America,2025-04-14 15:53:51.120,2026-09-12 15:53:51.120,1
19462,537,,1452,286,9,,,,,,Preferable Bikes,Australia,Australia,AU,Pacific,2025-04-19 15:53:51.120,2026-06-10 15:53:51.120,1
19463,11637,10425,,,4,IN  ,,Morgan,,Hernandez,,Southwest,United States,US,North America,2024-10-23 00:00:00.000,2028-09-15 00:00:00.000,1
19464,28119,18265,,,9,IN  ,,Jennifer,,Ma,,Australia,Australia,AU,Pacific,2025-06-21 15:53:51.120,2026-06-06 15:53:51.120,1
19465,19177,4663,,,8,IN  ,,Donna,D,Chander,,Germany,Germany,DE,Europe,2025-05-07 15:53:51.120,2026-02-20 15:53:51.120,1
19466,25978,10043,,,4,IN  ,,Morgan,,Perez,,Southwest,United States,US,North America,2024-12-01 00:00:00.000,2027-02-14 00:00:00.000,1
19467,15812,17382,,,9,IN  ,,Darren,,Allen,,Australia,Australia,AU,Pacific,2025-04-23 15:53:51.120,2026-09-27 15:53:51.120,1
19468,28810,8732,,,4,IN  ,,Dawn,M,Blue,,Southwest,United States,US,North America,2024-11-08 15:53:51.120,2025-12-14 15:53:51.120,1
19469,11598,10626,,,8,IN  ,,Aaron,B,Ruiz,,Germany,Germany,DE,Europe,2025-07-04 15:53:51.120,2026-01-12 15:53:51.120,1
19470,28559,15753,,,7,IN  ,,Dylan,,Gutierrez,,France,France,FR,Europe,2025-03-16 15:53:51.120,2026-09-25 15:53:51.120,1
19471,11707,2688,,,4,IN  ,,Alex,,Cook,,Southwest,United States,US,North America,2025-09-22 15:53:51.120,2025-12-21 15:53:51.120,1
19472,39,,1346,277,3,,,,,,Fitness Hotel,Central,United States,US,North America,2025-02-06 15:53:51.120,2026-09-08 15:53:51.120,1
19473,239,,1426,281,4,,,,,,Bicycle Merchandise Warehouse,Southwest,United States,US,North America,2025-07-11 15:53:51.120,2026-06-21 15:53:51.120,1
19474,12237,3268,,,8,IN  ,,Juan,,Madan,,Germany,Germany,DE,Europe,2025-01-15 15:53:51.120,2026-06-20 15:53:51.120,1
19475,15943,14096,,,6,IN  ,,Destiny,,Watson,,Canada,Canada,CA,North America,2025-04-25 15:53:51.120,2026-09-15 15:53:51.120,1
19476,27146,14747,,,9,IN  ,,Alexa,,Hernandez,,Australia,Australia,AU,Pacific,2025-03-11 15:53:51.120,2026-04-23 15:53:51.120,1
19477,20288,4056,,,4,IN  ,,Kristi,,Edwards,,Southwest,United States,US,North America,2025-01-11 15:53:51.120,2026-10-11 15:53:51.120,1
19478,15539,9538,,,4,IN  ,,Raul,,Goel,,Southwest,United States,US,North America,2025-02-05 15:53:51.120,2026-02-06 15:53:51.120,1
19479,15781,4214,,,4,IN  ,,Blake,E,Evans,,Southwest,United States,US,North America,2025-08-30 15:53:51.120,2026-06-13 15:53:51.120,1
19480,21433,10745,,,4,IN  ,,Gerald,,Martinez,,Southwest,United States,US,North America,2025-10-05 15:53:51.120,2025-11-08 15:53:51.120,1
19481,16160,18692,,,9,IN  ,,Erika,,Hernandez,,Australia,Australia,AU,Pacific,2025-02-21 15:53:51.120,2026-09-17 15:53:51.120,1
19482,20286,17595,,,4,IN  ,,Seth,W,Wu,,Southwest,United States,US,North America,2025-03-25 15:53:51.120,2025-10-29 15:53:51.120,1
19483,14066,16833,,,9,IN  ,,Wyatt,S,Jimenez,,Australia,Australia,AU,Pacific,2025-01-14 15:53:51.120,2025-11-03 15:53:51.120,1
19484,24471,17019,,,9,IN  ,,Sarah,L,Chande,,Australia,Australia,AU,Pacific,2024-12-27 15:53:51.120,2026-05-16 15:53:51.120,1
19485,13010,2481,,,9,IN  ,,Ian,E,Ye,,Australia,Australia,AU,Pacific,2025-05-07 15:53:51.120,2025-10-31 15:53:51.120,1
19486,13922,5347,,,1,IN  ,,Jackson,A,Foster,,Northwest,United States,US,North America,2025-03-16 15:53:51.120,2026-05-29 15:53:51.120,1
19487,24212,17190,,,10,IN  ,,Tony,,Raje,,United Kingdom,United Kingdom,GB,Europe,2024-12-02 15:53:51.120,2025-10-29 15:53:51.120,1
19488,19690,17212,,,4,IN  ,,Robert,C,White,,Southwest,United States,US,North America,2025-03-08 15:53:51.120,2026-09-18 15:53:51.120,1
19489,29854,1109,1110,277,3,SC  ,Mr.,Christy,,Houston,Local Sales and Rental,Central,United States,US,North America,2025-07-15 15:53:51.120,2025-12-17 15:53:51.120,1
19490,28357,8566,,,6,IN  ,,Omar,,Howard,,Canada,Canada,CA,North America,2025-01-11 15:53:51.120,2026-02-21 15:53:51.120,1
19491,28539,11550,,,7,IN  ,,Barbara,,Zhou,,France,France,FR,Europe,2025-04-24 15:53:51.120,2026-10-14 15:53:51.120,1
19492,23457,19906,,,4,IN  ,,Nicole,,Rivera,,Southwest,United States,US,North America,2024-12-15 15:53:51.120,2026-08-02 15:53:51.120,1
19493,151,,526,281,4,,,,,,Futuristic Bikes,Southwest,United States,US,North America,2025-07-16 15:53:51.120,2026-06-01 15:53:51.120,1
19494,29389,16079,,,7,IN  ,,Tyler,P,Phillips,,France,France,FR,Europe,2025-01-03 15:53:51.120,2026-03-28 15:53:51.120,1
19495,22255,19890,,,1,IN  ,,Nicole,E,Rogers,,Northwest,United States,US,North America,2025-03-17 15:53:51.120,2026-10-09 15:53:51.120,1
19496,12369,4255,,,9,IN  ,,Neil,,Lal,,Australia,Australia,AU,Pacific,2025-03-02 15:53:51.120,2026-08-24 15:53:51.120,1
19497,17630,8618,,,8,IN  ,,Terry,E,Zhang,,Germany,Germany,DE,Europe,2025-09-07 15:53:51.120,2026-04-12 15:53:51.120,1
19498,16592,6341,,,7,IN  ,,Gina,R,Gomez,,France,France,FR,Europe,2024-10-30 15:53:51.120,2025-12-24 15:53:51.120,1
19499,18151,9313,,,7,IN  ,,Brendan,,She,,France,France,FR,Europe,2025-01-28 15:53:51.120,2026-03-04 15:53:51.120,1
19500,14572,7587,,,4,IN  ,,Melanie,,Foster,,Southwest,United States,US,North America,2025-05-02 15:53:51.120,2025-10-23 15:53:51.120,1
19501,28567,7231,,,7,IN  ,,Casey,,Kapoor,,France,France,FR,Europe,2025-05-20 15:53:51.120,2026-04-25 15:53:51.120,1
19502,13005,13842,,,9,IN  ,,Tommy,,Alvarez,,Australia,Australia,AU,Pacific,2025-07-26 15:53:51.120,2026-05-05 15:53:51.120,1
19503,28845,20635,,,1,IN  ,,Kaitlyn,,Simmons,,Northwest,United States,US,North America,2024-10-31 15:53:51.120,2026-09-05 15:53:51.120,1
19504,12532,16396,,,6,IN  ,,Melinda,H,Carter,,Canada,Canada,CA,North America,2024-11-12 15:53:51.120,2026-01-04 15:53:51.120,1
19505,17610,11598,,,4,IN  ,,Anna,,White,,Southwest,United States,US,North America,2025-10-04 15:53:51.120,2026-03-13 15:53:51.120,1
19506,21510,13036,,,8,IN  ,,Alexandra,,Perry,,Germany,Germany,DE,Europe,2025-02-15 15:53:51.120,2025-11-04 15:53:51.120,1
19507,29494,311,312,282,6,SC  ,Mr.,Samuel,N.,Agcaoili,Vinyl and Plastic Goods Corporation,Canada,Canada,CA,North America,2024-12-15 15:53:51.120,2025-11-28 15:53:51.120,1
19508,318,,438,278,6,,,,,,First-Rate Outlet,Canada,Canada,CA,North America,2025-05-23 15:53:51.120,2026-08-24 15:53:51.120,1
19509,392,,736,288,8,,,,,,Primary Cycle Shop,Germany,Germany,DE,Europe,2025-09-21 15:53:51.120,2026-09-01 15:53:51.120,1
19510,596,,892,283,1,,,,,,Coho Sports,Northwest,United States,US,North America,2025-05-28 15:53:51.120,2026-04-19 15:53:51.120,1
19511,24294,5472,,,1,IN  ,,Luis,,Yang,,Northwest,United States,US,North America,2025-07-16 15:53:51.120,2025-12-05 15:53:51.120,1
19512,20260,17808,,,9,IN  ,,Natalie,C,Martinez,,Australia,Australia,AU,Pacific,2025-06-30 15:53:51.120,2025-11-23 15:53:51.120,1
19513,14774,2687,,,8,IN  ,,Ruben,,Ferrier,,Germany,Germany,DE,Europe,2025-08-06 15:53:51.120,2026-09-08 15:53:51.120,1
19514,28710,6811,,,8,IN  ,,Terrence,G,Vazquez,,Germany,Germany,DE,Europe,2025-01-19 15:53:51.120,2025-12-21 15:53:51.120,1
19515,24315,3727,,,4,IN  ,,Edward,J,Scott,,Southwest,United States,US,North America,2025-08-25 15:53:51.120,2026-05-11 15:53:51.120,1
19516,11172,10282,,,1,IN  ,,Katherine,J,Adams,,Northwest,United States,US,North America,2025-04-14 15:53:51.120,2026-02-22 15:53:51.120,1
19517,11216,19820,,,1,IN  ,,Wyatt,A,Torres,,Northwest,United States,US,North America,2025-06-27 15:53:51.120,2026-01-25 15:53:51.120,1
19518,28320,6244,,,9,IN  ,,Janet,J,Navarro,,Australia,Australia,AU,Pacific,2025-08-26 15:53:51.120,2026-02-06 15:53:51.120,1
19519,22930,19511,,,9,IN  ,,Cassie,L,Raman,,Australia,Australia,AU,Pacific,2025-10-07 15:53:51.120,2026-05-26 15:53:51.120,1
19520,16403,19834,,,7,IN  ,,Byron,R,Suarez,,France,France,FR,Europe,2025-07-14 15:53:51.120,2026-05-17 15:53:51.120,1
19521,24766,18163,,,1,IN  ,,Alícia,A,White,,Northwest,United States,US,North America,2025-09-20 15:53:51.120,2026-10-07 15:53:51.120,1
19522,15912,7319,,,4,IN  ,,Mya,C,Simmons,,Southwest,United States,US,North America,2025-04-22 15:53:51.120,2026-05-11 15:53:51.120,1
19523,23891,5187,,,1,IN  ,,Jack,,Jenkins,,Northwest,United States,US,North America,2024-11-30 15:53:51.120,2026-08-27 15:53:51.120,1
19524,23578,5320,,,4,IN  ,,Kristi,,Lal,,Southwest,United States,US,North America,2025-01-17 15:53:51.120,2026-06-28 15:53:51.120,1
19525,29891,1187,1188,275,3,SC  ,Ms.,Trevor,F.,Krane,Fabrikam Inc., West,Central,United States,US,North America,2025-05-28 15:53:51.120,2026-03-24 15:53:51.120,1
19526,20739,9929,,,1,IN  ,,Jay,A,Carter,,Northwest,United States,US,North America,2024-12-02 15:53:51.120,2025-10-27 15:53:51.120,1
19527,19994,10510,,,4,IN  ,,Madeline,B,King,,Southwest,United States,US,North America,2025-05-21 15:53:51.120,2026-04-29 15:53:51.120,1
19528,26818,13733,,,8,IN  ,,Chloe,,Coleman,,Germany,Germany,DE,Europe,2025-02-01 15:53:51.120,2026-01-25 15:53:51.120,1
19529,21764,17689,,,6,IN  ,,Ariana,,Smith,,Canada,Canada,CA,North America,2025-06-14 15:53:51.120,2026-05-10 15:53:51.120,1
19530,29062,17891,,,9,IN  ,,Bonnie,,Liu,,Australia,Australia,AU,Pacific,2025-09-30 15:53:51.120,2025-11-23 15:53:51.120,1
19531,28183,19914,,,4,IN  ,,Juan,M,Howard,,Southwest,United States,US,North America,2025-04-01 15:53:51.120,2026-07-26 15:53:51.120,1
19532,29786,961,962,290,7,SC  ,Mr.,Darren,R.,Glynn,Spa and Exercise Outfitters,France,France,FR,Europe,2025-10-08 15:53:51.120,2026-07-21 15:53:51.120,1
19533,15736,8693,,,4,IN  ,,Brittney,,Raje,,Southwest,United States,US,North America,2025-01-20 15:53:51.120,2026-06-24 15:53:51.120,1
19534,11337,7701,,,10,IN  ,,Jerome,,Romero,,United Kingdom,United Kingdom,GB,Europe,2025-05-29 15:53:51.120,2026-04-03 15:53:51.120,1
19535,28029,13943,,,4,IN  ,,Seth,M,Price,,Southwest,United States,US,North America,2025-01-04 15:53:51.120,2025-10-30 15:53:51.120,1
19536,17916,16414,,,9,IN  ,,Jack,L,Xu,,Australia,Australia,AU,Pacific,2024-10-23 15:53:51.120,2026-09-24 15:53:51.120,1
19537,15206,9070,,,9,IN  ,,Connor,,Andersen,,Australia,Australia,AU,Pacific,2025-04-20 15:53:51.120,2026-05-17 15:53:51.120,1
19538,415,,674,280,1,,,,,,Imaginary Toys,Northwest,United States,US,North America,2024-12-24 15:53:51.120,2025-11-20 15:53:51.120,1
19539,20203,11172,,,1,IN  ,,Roy,D,Blanco,,Northwest,United States,US,North America,2025-07-09 15:53:51.120,2026-06-07 15:53:51.120,1
19540,18301,19944,,,9,IN  ,,Jon,,Xu,,Australia,Australia,AU,Pacific,2025-01-13 15:53:51.120,2026-06-20 15:53:51.120,1
19541,23875,16821,,,1,IN  ,,Isabel,,Green,,Northwest,United States,US,North America,2025-05-29 15:53:51.120,2026-02-09 15:53:51.120,1
19542,13542,8518,,,8,IN  ,,Joe,C,Kumar,,Germany,Germany,DE,Europe,2025-10-08 15:53:51.120,2026-01-24 15:53:51.120,1
19543,25882,3741,,,4,IN  ,,Marcus,S,Roberts,,Southwest,United States,US,North America,2025-03-14 15:53:51.120,2026-05-17 15:53:51.120,1
19544,24818,15788,,,1,IN  ,,Diane,,Rubio,,Northwest,United States,US,North America,2025-03-13 15:53:51.120,2026-05-24 15:53:51.120,1
19545,22560,16297,,,10,IN  ,,Rachel,C,Jai,,United Kingdom,United Kingdom,GB,Europe,2025-02-28 15:53:51.120,2026-02-24 15:53:51.120,1
19546,17096,12515,,,8,IN  ,,Samantha,S,Bennett,,Germany,Germany,DE,Europe,2025-08-03 15:53:51.120,2026-08-08 15:53:51.120,1
19547,21256,18800,,,9,IN  ,,Meghan,I,Torres,,Australia,Australia,AU,Pacific,2025-03-03 15:53:51.120,2026-07-15 15:53:51.120,1
19548,27889,4689,,,7,IN  ,,Charles,K,Xie,,France,France,FR,Europe,2025-04-14 15:53:51.120,2026-04-28 15:53:51.120,1
19549,11271,9120,,,4,IN  ,,Danielle,C,Reed,,Southwest,United States,US,North America,2025-05-03 15:53:51.120,2026-03-10 15:53:51.120,1
19550,22633,5866,,,8,IN  ,,Javier,E,Zhao,,Germany,Germany,DE,Europe,2025-05-28 15:53:51.120,2025-11-08 15:53:51.120,1
19551,27557,5094,,,6,IN  ,,Richard,,Thomas,,Canada,Canada,CA,North America,2025-07-02 15:53:51.120,2026-08-08 15:53:51.120,1
19552,19696,5242,,,4,IN  ,,Xavier,M,Patterson,,Southwest,United States,US,North America,2025-10-09 15:53:51.120,2025-11-21 15:53:51.120,1
19553,25398,17357,,,4,IN  ,,Tyler,K,Jones,,Southwest,United States,US,North America,2025-07-12 15:53:51.120,2025-12-31 15:53:51.120,1
19554,23158,7447,,,1,IN  ,,Ana,L,Patterson,,Northwest,United States,US,North America,2025-08-20 15:53:51.120,2025-11-05 15:53:51.120,1
19555,20687,9732,,,1,IN  ,,Rebecca,,Campbell,,Northwest,United States,US,North America,2024-12-31 15:53:51.120,2026-04-12 15:53:51.120,1
19556,27452,14056,,,4,IN  ,,Evan,A,Watson,,Southwest,United States,US,North America,2025-07-20 15:53:51.120,2026-03-16 15:53:51.120,1
19557,23975,18349,,,8,IN  ,,Caroline,,Blanco,,Germany,Germany,DE,Europe,2024-11-13 15:53:51.120,2026-06-09 15:53:51.120,1
19558,27595,2445,,,9,IN  ,,Jamie,S,Wu,,Australia,Australia,AU,Pacific,2024-11-10 15:53:51.120,2026-04-11 15:53:51.120,1
19559,24118,4661,,,7,IN  ,,Donna,,Chande,,France,France,FR,Europe,2025-10-02 15:53:51.120,2026-07-26 15:53:51.120,1
19560,23898,3594,,,8,IN  ,,Kelvin,E,Rai,,Germany,Germany,DE,Europe,2025-08-11 15:53:51.120,2026-07-20 15:53:51.120,1
19561,12740,19927,,,10,IN  ,,Whitney,,Goel,,United Kingdom,United Kingdom,GB,Europe,2025-10-04 15:53:51.120,2025-11-26 15:53:51.120,1
19562,21418,19800,,,9,IN  ,,Nicole,A,Chapman,,Australia,Australia,AU,Pacific,2025-10-04 15:53:51.120,2025-11-25 15:53:51.120,1
